Year,Month,Day,Hour,Minute,Data Source and Uncertainty Flags,Dry Bulb Temperature,Dew Point Temperature,Relative Humidity,Atmospheric Station Pressure,Extraterrestrial Horizontal Radiation,Extraterrestrial Direct Normal Radiation,Horizontal Infrared Radiation Intensity,Global Horizontal Radiation,Direct Normal Radiation,Diffuse Horizontal Radiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,Zenith Luminance,Wind Direction,Wind Speed,Total Sky Cover,Opaque Sky Cover,Visibility,Ceiling Height,Present Weather Observation,Present Weather Codes,Precipitable Water,Aerosol Optical Depth,Snow Depth,Days Since Last Snowfall,Albedo,Liquid Precipitation Depth,Liquid Precipitation Quantity
2011,6,2,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.7,14.9,79,100340,1156,1328,393,330,57,278,35952,4772,31587,8196,359,5.7,7,7,777.7,838,9,999999999,43,0.207,0,88,0.17,0.0,0.0
2011,6,2,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.0,15.1,78,100342,1068,1328,397,312,49,269,31823,3894,28677,8551,300,6.0,7,7,777.7,974,9,999999999,43,0.207,0,88,0.17,0.0,0.0
2011,6,2,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.2,15.1,77,100327,932,1328,398,254,38,224,26236,3375,23842,8353,4,6.0,7,7,777.7,1004,9,999999999,43,0.207,0,88,0.17,0.0,0.0
2011,6,2,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.3,15.0,76,100311,758,1328,400,209,38,183,22625,4014,20432,7806,7,6.0,7,7,777.7,985,9,999999999,43,0.207,0,88,0.17,0.0,0.0
2011,6,2,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.5,15.0,75,100296,557,1328,396,179,50,151,17874,3878,16181,7033,300,6.0,7,7,777.7,1085,9,999999999,43,0.207,0,88,0.17,0.0,0.0
2011,6,2,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.2,14.9,76,100320,344,1328,399,116,33,100,10324,2041,9707,5517,2,5.3,7,7,777.7,994,9,999999999,42,0.207,0,88,0.17,0.0,0.0
2011,6,2,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.9,14.7,77,100344,133,1328,398,55,11,52,4574,798,4574,3374,355,4.7,7,7,777.7,920,9,999999999,42,0.207,0,88,0.17,0.0,0.0
2011,6,2,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.6,14.6,78,100368,0,907,393,21,0,20,1464,309,1464,1218,310,4.0,7,7,777.7,961,9,999999999,41,0.207,0,88,0.17,0.0,0.0
2011,6,2,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.5,14.6,78,100400,0,0,391,2,0,2,80,0,80,29,338,4.0,7,7,777.7,1493,9,999999999,41,0.207,0,88,0.17,0.2,0.0
2011,6,2,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.3,14.6,79,100432,0,0,382,0,0,0,0,0,0,0,337,4.0,7,7,777.7,899,9,999999999,41,0.207,0,88,0.17,0.9,0.0
2011,6,2,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.2,14.6,80,100463,0,0,385,0,0,0,0,0,0,0,280,4.0,7,7,777.7,763,9,999999999,41,0.207,0,88,0.17,0.7,0.0
2011,6,2,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.2,14.7,80,100444,0,0,380,0,0,0,0,0,0,0,325,3.7,7,7,777.7,736,9,999999999,42,0.207,0,88,0.17,0.9,0.0
2011,6,3,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.1,14.7,81,100424,0,0,359,0,0,0,0,0,0,0,324,3.3,8,8,777.7,712,9,999999999,42,0.208,0,88,0.17,0.6,0.0
2011,6,3,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.1,14.8,81,100404,0,0,362,0,0,0,0,0,0,0,290,3.0,8,8,777.7,779,9,999999999,42,0.208,0,88,0.17,0.2,0.0
2011,6,3,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,17.6,14.9,84,100384,0,0,355,0,0,0,0,0,0,0,319,3.3,8,8,777.7,840,9,999999999,43,0.208,0,88,0.17,0.0,0.0
2011,6,3,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,17.1,14.9,87,100364,0,0,344,0,0,0,0,0,0,0,317,3.7,9,9,777.7,988,9,999999999,43,0.208,0,88,0.17,0.0,0.0
2011,6,3,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,16.6,15.0,90,100344,189,1252,343,0,0,0,0,0,0,0,270,4.0,9,9,777.7,992,9,999999999,43,0.208,0,88,0.17,0.0,0.0
2011,6,3,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,17.2,15.2,88,100368,402,1327,348,71,180,40,15311,25184,9690,3679,320,3.7,9,9,777.7,1015,9,999999999,44,0.208,0,88,0.17,0.0,0.0
2011,6,3,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,17.7,15.4,86,100391,612,1327,340,182,308,83,28797,36304,15931,4291,327,3.3,8,8,777.7,1745,9,999999999,45,0.208,0,88,0.17,0.0,0.0
2011,6,3,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.3,15.6,84,100415,807,1327,346,313,415,119,41835,42793,20480,4219,310,3.0,8,8,777.7,397,9,999999999,46,0.208,0,88,0.17,0.0,0.0
2011,6,3,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.6,16.2,81,100421,972,1327,349,430,455,155,53158,42569,25343,4351,5,3.0,8,8,777.7,686,9,999999999,48,0.208,0,88,0.17,0.0,0.0
2011,6,3,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.8,16.7,77,100426,1097,1327,361,538,467,197,63761,42282,29674,4785,14,3.0,7,7,777.7,1427,9,999999999,51,0.208,0,88,0.17,0.0,0.0
2011,6,3,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,22.1,17.3,74,100432,1172,1327,365,656,518,229,73605,46151,30894,4850,330,3.0,6,6,777.7,755,9,999999999,54,0.208,0,88,0.17,0.0,0.0
2011,6,3,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,23.5,17.5,69,100383,1193,1327,364,746,595,222,79103,49868,29554,4468,11,3.0,6,6,777.7,866,9,999999999,55,0.208,0,88,0.17,0.0,0.0
2011,6,3,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,24.8,17.6,64,100333,1158,1327,371,747,607,204,79153,51247,28639,4420,18,3.0,5,5,777.7,925,9,999999999,55,0.208,0,88,0.17,0.0,0.0
2011,6,3,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.2,17.8,60,100284,1069,1327,368,713,593,199,74208,52667,27432,4838,320,3.0,4,4,777.7,1076,9,999999999,56,0.208,0,88,0.17,0.0,0.0
2011,6,3,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.1,17.6,60,100237,934,1327,375,631,555,183,63328,49776,25660,5899,29,4.7,4,4,777.7,1096,9,999999999,55,0.208,0,88,0.17,0.1,0.0
2011,6,3,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.0,17.5,59,100191,760,1327,378,502,467,172,47895,35919,24034,7435,32,6.3,4,4,777.7,996,9,999999999,54,0.208,0,88,0.17,0.7,0.0
2011,6,3,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,25.9,17.3,59,100145,560,1327,379,326,287,152,29892,17436,20273,8378,40,8.0,4,4,777.7,1440,9,999999999,53,0.208,0,88,0.17,1.4,0.0
2011,6,3,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,24.1,17.3,66,100148,347,1327,382,168,100,123,16727,6622,15153,8812,25,5.7,5,5,777.7,1962,9,999999999,54,0.208,0,88,0.17,0.1,0.0
2011,6,3,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,22.3,17.3,73,100152,136,1327,384,102,51,87,8907,3090,8907,6853,20,3.3,6,6,777.7,1482,9,999999999,54,0.208,0,88,0.17,0.3,0.0
2011,6,3,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.5,17.3,82,100156,0,927,379,38,0,34,2725,868,2725,2405,350,1.0,8,8,777.7,2220,9,999999999,54,0.208,0,88,0.17,0.9,0.0
2011,6,3,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.6,17.4,82,100147,0,0,382,4,0,4,212,0,212,76,66,1.0,8,8,777.7,1777,9,999999999,55,0.208,0,88,0.17,0.1,0.0
2011,6,3,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.6,17.6,83,100138,0,0,377,0,0,0,0,0,0,0,67,1.0,8,8,777.7,1715,9,999999999,55,0.208,0,88,0.17,0.4,0.0
2011,6,3,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.7,17.7,83,100128,0,0,369,0,0,0,0,0,0,0,340,1.0,8,8,777.7,1824,9,999999999,56,0.208,0,88,0.17,0.2,0.0
2011,6,3,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.2,17.7,86,100121,0,0,365,0,0,0,0,0,0,0,20,1.0,8,8,777.7,1080,9,999999999,56,0.208,0,88,0.17,0.1,0.0
2011,6,4,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.6,17.6,88,100114,0,0,356,0,0,0,0,0,0,0,11,1.0,9,9,777.7,968,9,999999999,56,0.209,0,88,0.17,0.2,0.0
2011,6,4,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.1,17.6,91,100107,0,0,353,0,0,0,0,0,0,0,210,1.0,9,9,777.7,897,9,999999999,56,0.209,0,88,0.17,0.2,0.0
2011,6,4,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.1,17.6,91,100078,0,0,354,0,0,0,0,0,0,0,356,1.0,9,9,777.7,800,9,999999999,56,0.209,0,88,0.17,0.1,0.0
2011,6,4,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.2,17.7,91,100049,0,0,345,0,0,0,0,0,0,0,333,1.0,9,9,777.7,751,9,999999999,56,0.209,0,88,0.17,0.0,0.0
2011,6,4,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.2,17.7,91,100020,190,1264,341,0,0,0,0,0,0,0,340,1.0,9,9,777.7,745,9,999999999,56,0.209,0,88,0.17,0.0,0.0
2011,6,4,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.5,17.7,89,100009,403,1327,338,80,226,40,16712,32894,8189,3379,333,1.0,9,9,777.7,751,9,999999999,56,0.209,0,88,0.17,0.0,0.0
2011,6,4,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.9,17.8,88,99998,614,1327,339,203,393,78,32190,45454,14430,4019,16,1.0,9,9,777.7,694,9,999999999,57,0.209,0,88,0.17,0.0,0.0
2011,6,4,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.2,17.8,86,99988,808,1327,342,345,498,114,47582,52442,19379,3893,30,1.0,8,8,777.7,77777,9,999999999,57,0.209,0,88,0.17,0.0,0.0
2011,6,4,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,21.5,17.9,80,99967,973,1327,357,488,573,137,62387,58787,21550,3494,96,1.3,7,7,777.7,2504,9,999999999,57,0.209,0,88,0.17,0.0,0.0
2011,6,4,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,22.8,18.0,74,99947,1097,1327,352,633,660,150,74802,59486,23898,3493,109,1.7,6,6,777.7,2423,9,999999999,58,0.209,0,88,0.17,0.0,0.0
2011,6,4,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,24.1,18.1,69,99927,1173,1327,360,741,687,176,82760,57026,26037,3812,50,2.0,6,6,777.7,766,9,999999999,58,0.209,0,88,0.17,0.0,0.0
2011,6,4,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,24.9,18.2,66,99853,1194,1327,362,800,696,187,85865,57264,26597,3906,118,2.7,5,5,777.7,819,9,999999999,58,0.209,0,88,0.17,0.0,0.0
2011,6,4,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,25.6,18.2,64,99780,1159,1327,370,798,684,185,84621,60030,26496,3956,112,3.3,5,5,777.7,937,9,999999999,59,0.209,0,88,0.17,0.0,0.0
2011,6,4,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.4,18.3,61,99707,1071,1327,373,762,666,183,81345,64088,25524,4449,60,4.0,4,4,777.7,1134,9,999999999,59,0.209,0,88,0.17,0.0,0.0
2011,6,4,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.8,18.0,58,99644,935,1327,376,711,676,168,73446,62897,23896,5459,113,4.0,4,4,777.7,1176,9,999999999,57,0.209,0,88,0.17,0.0,0.0
2011,6,4,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.3,17.6,56,99582,762,1327,378,590,615,155,58831,55306,22042,6915,132,4.0,3,3,777.7,1380,9,999999999,55,0.209,0,88,0.17,0.0,0.0
2011,6,4,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.7,17.3,53,99520,562,1327,376,435,509,139,41574,43296,19543,8764,220,4.0,3,3,777.7,1368,9,999999999,53,0.209,0,88,0.17,0.0,0.0
2011,6,4,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,25.6,17.2,60,99534,349,1327,373,278,362,116,24752,29336,15432,9736,146,3.7,4,4,777.7,1418,9,999999999,53,0.209,0,88,0.17,0.1,0.0
2011,6,4,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,23.4,17.0,67,99549,139,1327,372,139,223,76,11346,15877,9142,7244,131,3.3,5,5,777.7,1358,9,999999999,52,0.209,0,88,0.17,0.0,0.0
2011,6,4,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,21.3,16.9,76,99564,0,946,369,46,0,28,3232,4641,2974,2456,220,3.0,7,7,777.7,2801,0,919999999,52,0.209,0,88,0.17,0.0,0.0
2011,6,4,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.7,17.2,81,99531,0,0,368,5,0,4,265,0,216,76,126,2.7,8,8,777.7,3043,9,999999999,53,0.209,0,88,0.17,0.1,0.0
2011,6,4,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.0,17.6,86,99497,0,0,366,0,0,0,0,0,0,0,150,2.3,8,8,777.7,2387,9,999999999,55,0.209,0,88,0.17,0.0,0.0
2011,6,4,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.4,17.9,91,99463,0,0,367,0,0,0,0,0,0,0,170,2.0,9,9,777.7,2763,0,919999999,57,0.209,0,88,0.17,0.0,0.0
2011,6,4,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.3,17.8,91,99423,0,0,370,0,0,0,0,0,0,0,152,1.7,9,9,777.7,2904,9,999999999,57,0.209,0,88,0.17,0.0,0.0
2011,6,5,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.1,17.8,92,99383,0,0,362,0,0,0,0,0,0,0,148,1.3,9,9,777.7,3380,9,999999999,56,0.21,0,88,0.17,0.0,0.0
2011,6,5,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.0,17.7,92,99343,0,0,361,0,0,0,0,0,0,0,100,1.0,9,9,777.7,3172,9,999999999,56,0.21,0,88,0.17,0.0,0.0
2011,6,5,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.5,17.4,93,99333,0,0,350,0,0,0,0,0,0,0,142,1.0,10,10,777.7,3346,9,999999999,54,0.21,0,88,0.17,0.0,0.0
2011,6,5,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.1,17.1,94,99323,0,0,346,0,0,0,0,0,0,0,136,1.0,10,10,777.7,2440,9,999999999,53,0.21,0,88,0.17,0.0,0.0
2011,6,5,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,17.6,16.8,95,99313,192,1275,346,0,0,0,0,0,0,0,160,1.0,10,10,777.7,1991,9,999999999,51,0.21,0,88,0.17,0.0,0.0
2011,6,5,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.2,16.8,92,99297,404,1326,346,76,217,39,16354,31723,8136,3356,133,1.3,9,9,777.7,1085,9,999999999,51,0.21,0,88,0.17,0.0,0.0
2011,6,5,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.7,16.9,89,99282,614,1326,339,201,380,78,32438,47939,12966,3879,129,1.7,9,9,777.7,505,9,999999999,51,0.21,0,88,0.17,0.0,0.0
2011,6,5,8,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.3,16.9,86,99266,809,1326,344,358,530,108,49362,58399,17604,3672,150,2.0,2,8,777.7,3475,9,999999999,52,0.21,0,88,0.17,0.0,0.0
2011,6,5,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.9,17.4,80,99251,974,1326,346,513,625,132,62475,59905,21851,3553,140,2.7,7,7,777.7,77777,9,999999999,54,0.21,0,88,0.17,0.0,0.0
2011,6,5,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,22.5,17.8,75,99236,1098,1326,351,615,624,161,71371,55346,24929,3693,142,3.3,7,7,777.7,837,9,999999999,56,0.21,0,88,0.17,0.0,0.0
2011,6,5,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,24.1,18.3,70,99221,1173,1326,359,702,628,183,77063,50281,28760,4310,140,4.0,6,6,777.7,774,9,999999999,59,0.21,0,88,0.17,0.1,0.0
2011,6,5,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,24.5,17.8,67,99178,1194,1326,365,754,599,228,73685,40905,33741,5767,151,4.3,5,5,777.7,920,9,999999999,56,0.21,0,88,0.17,0.0,0.0
2011,6,5,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,24.8,17.4,63,99135,1160,1326,382,651,412,282,65472,29373,38189,7447,152,4.7,5,5,777.7,951,9,999999999,54,0.21,0,88,0.17,0.0,0.0
2011,6,5,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,25.2,16.9,60,99091,1072,1326,385,574,299,313,61357,25672,39963,8550,140,5.0,4,4,777.7,1020,9,999999999,51,0.21,0,88,0.17,0.0,0.0
2011,6,5,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.1,17.1,58,99029,937,1326,386,553,302,309,57592,25797,37982,9404,143,5.3,4,4,777.7,1197,9,999999999,52,0.21,0,88,0.17,0.0,0.0
2011,6,5,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.1,17.4,55,98966,763,1326,376,482,295,274,49535,25410,34107,10944,144,5.7,3,3,777.7,1515,9,999999999,53,0.21,0,88,0.17,0.0,0.0
2011,6,5,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,28.0,17.6,53,98904,564,1326,373,385,280,223,38272,23361,28178,12561,140,6.0,3,3,777.7,3104,9,999999999,54,0.21,0,88,0.17,0.0,0.0
2011,6,5,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.4,17.6,55,98887,352,1326,368,264,237,160,25203,18541,20109,12714,148,5.3,3,3,777.7,1732,9,999999999,54,0.21,0,88,0.17,0.0,0.0
2011,6,5,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.7,17.5,57,98870,141,1326,371,147,171,98,12755,10784,11475,9362,137,4.7,4,4,777.7,1683,9,999999999,54,0.21,0,88,0.17,0.0,0.0
2011,6,5,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.1,17.5,59,98852,0,964,363,51,0,38,3812,3026,3755,3283,140,4.0,4,4,777.7,2450,9,999999999,54,0.21,0,88,0.17,0.0,0.0
2011,6,5,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,25.0,17.7,64,98867,0,0,364,6,0,5,318,0,268,95,136,4.3,5,5,777.7,1404,9,999999999,55,0.21,0,88,0.17,0.0,0.0
2011,6,5,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,23.8,17.9,69,98883,0,0,357,0,0,0,0,0,0,0,135,4.7,6,6,777.7,2240,9,999999999,56,0.21,0,88,0.17,0.0,0.0
2011,6,5,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,22.7,18.1,75,98898,0,0,347,0,0,0,0,0,0,0,130,5.0,7,7,777.7,2466,9,999999999,58,0.21,0,88,0.17,0.0,0.0
2011,6,5,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,21.9,18.0,78,98880,0,0,355,0,0,0,0,0,0,0,134,4.3,7,7,777.7,2832,9,999999999,57,0.21,0,88,0.17,0.0,0.0
2011,6,6,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,21.2,17.9,82,98861,0,0,341,0,0,0,0,0,0,0,133,3.7,8,8,777.7,3755,9,999999999,57,0.211,0,88,0.17,0.0,0.0
2011,6,6,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.4,17.8,85,98843,0,0,335,0,0,0,0,0,0,0,140,3.0,8,8,777.7,77777,9,999999999,56,0.211,0,88,0.17,0.0,0.0
2011,6,6,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.8,17.5,87,98829,0,0,331,0,0,0,0,0,0,0,139,2.7,9,9,777.7,77777,9,999999999,55,0.211,0,88,0.17,0.0,0.0
2011,6,6,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.1,17.2,89,98815,0,0,330,0,0,0,0,0,0,0,134,2.3,9,9,777.7,77777,9,999999999,53,0.211,0,88,0.17,0.0,0.0
2011,6,6,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,18.5,16.9,90,98800,193,1285,330,0,0,0,0,0,0,0,120,2.0,9,9,777.7,77777,9,999999999,51,0.211,0,88,0.17,0.0,0.0
2011,6,6,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.1,17.2,89,98811,405,1326,328,83,238,42,17125,33562,8708,3608,135,2.7,9,9,777.7,8167,9,999999999,53,0.211,0,88,0.17,0.0,0.0
2011,6,6,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,19.8,17.5,87,98822,615,1326,335,209,393,83,33098,48523,13733,4112,134,3.3,9,9,777.7,8478,9,999999999,55,0.211,0,88,0.17,0.0,0.0
2011,6,6,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,20.4,17.8,85,98833,810,1326,335,363,528,114,49363,57182,18606,3905,130,4.0,8,8,777.7,7407,9,999999999,56,0.211,0,88,0.17,0.0,0.0
2011,6,6,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,21.6,17.8,79,98815,974,1326,339,513,608,142,62735,58957,22838,3742,144,4.3,7,7,777.7,4535,9,999999999,56,0.211,0,88,0.17,0.0,0.0
2011,6,6,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,22.7,17.9,74,98797,1099,1326,349,625,627,167,71994,55780,25525,3795,147,4.7,6,6,777.7,3914,9,999999999,56,0.211,0,88,0.17,0.0,0.0
2011,6,6,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,23.9,17.9,69,98779,1174,1326,357,710,634,187,71984,44622,28567,4632,130,5.0,6,6,777.7,1109,9,999999999,56,0.211,0,88,0.17,0.1,0.0
2011,6,6,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,25.1,17.5,62,98731,1195,1326,361,642,470,232,63996,32948,30589,5371,145,5.3,4,4,777.7,1113,9,999999999,54,0.211,0,88,0.17,0.7,0.0
2011,6,6,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,26.4,17.0,57,98684,1161,1326,383,555,357,235,64538,36329,29628,5008,136,5.7,4,4,777.7,1245,9,999999999,51,0.211,0,88,0.17,0.1,0.0
2011,6,6,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.6,16.6,51,98637,1073,1326,377,629,493,201,68894,48464,26656,4721,160,6.0,3,3,777.7,1419,9,999999999,49,0.211,0,88,0.17,0.0,0.0
2011,6,6,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,27.9,16.4,50,98603,938,1326,365,619,552,173,64252,53849,22915,5126,159,6.3,2,2,777.7,1724,9,999999999,48,0.211,0,88,0.17,0.0,0.0
