Year,Month,Day,Hour,Minute,Data Source and Uncertainty Flags,Dry Bulb Temperature,Dew Point Temperature,Relative Humidity,Atmospheric Station Pressure,Extraterrestrial Horizontal Radiation,Extraterrestrial Direct Normal Radiation,Horizontal Infrared Radiation Intensity,Global Horizontal Radiation,Direct Normal Radiation,Diffuse Horizontal Radiation,Global Horizontal Illuminance,Direct Normal Illuminance,Diffuse Horizontal Illuminance,Zenith Luminance,Wind Direction,Wind Speed,Total Sky Cover,Opaque Sky Cover,Visibility,Ceiling Height,Present Weather Observation,Present Weather Codes,Precipitable Water,Aerosol Optical Depth,Snow Depth,Days Since Last Snowfall,Albedo,Liquid Precipitation Depth,Liquid Precipitation Quantity
1991,1,1,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.8,2.5,98,99121,0,0,314,0,0,0,0,0,0,0,137,3.3,10,10,777.7,48,9,999999999,13,0.085,0,88,0.12,0.0,0.0
1991,1,1,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.7,2.6,99,99137,0,0,308,0,0,0,0,0,0,0,180,1.5,10,10,777.7,56,9,999999999,13,0.085,0,88,0.12,0.0,0.0
1991,1,1,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.2,2.1,99,99139,0,0,300,0,0,0,0,0,0,0,164,1.5,10,10,777.7,43,9,999999999,12,0.085,0,88,0.12,0.0,0.0
1991,1,1,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.0,1.9,99,99140,0,0,297,0,0,0,0,0,0,0,174,1.5,10,10,777.7,30,9,999999999,12,0.085,0,88,0.12,0.0,0.0
1991,1,1,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.8,1.6,99,99142,0,0,298,0,0,0,0,0,0,0,180,1.5,10,10,777.7,39,9,999999999,12,0.085,0,88,0.12,0.0,0.0
1991,1,1,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.4,1.0,97,99144,0,0,293,0,0,0,0,0,0,0,203,1.5,10,10,777.7,72,9,999999999,11,0.085,0,88,0.12,0.0,0.0
1991,1,1,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.6,1.0,96,99146,0,0,295,0,0,0,0,0,0,0,222,1.5,10,10,777.7,59,9,999999999,11,0.085,0,88,0.12,0.0,0.0
1991,1,1,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.1,1.4,95,99148,27,183,302,0,0,0,0,0,0,0,240,1.5,10,10,777.7,134,9,999999999,11,0.085,0,88,0.12,0.0,0.0
1991,1,1,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.1,1.9,92,99155,205,1415,318,0,0,0,0,0,0,0,257,2.5,9,9,777.7,78,9,999999999,12,0.085,0,88,0.12,0.2,0.0
1991,1,1,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.2,2.7,90,99163,341,1415,318,36,2,35,7059,128,6955,2622,269,3.6,9,9,777.7,120,9,999999999,13,0.085,0,88,0.12,0.1,0.0
1991,1,1,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.0,3.0,87,99170,426,1415,313,68,3,67,10648,218,10529,4108,270,4.6,9,9,777.7,383,9,999999999,13,0.085,0,88,0.12,0.1,0.0
1991,1,1,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.0,5.8,86,99170,453,1415,314,93,5,91,12307,501,12221,5683,282,4.3,8,8,777.7,3228,9,999999999,17,0.085,0,88,0.12,0.1,0.0
1991,1,1,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.0,5.6,85,99169,422,1415,307,110,8,107,12119,713,12119,6768,284,3.9,8,8,777.7,3214,9,999999999,17,0.085,0,88,0.12,0.1,0.0
1991,1,1,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.9,5.4,84,99169,333,1415,307,105,8,102,10864,1335,10774,6773,270,3.6,8,8,777.7,3279,9,999999999,17,0.085,0,88,0.12,0.1,0.0
1991,1,1,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.8,4.9,82,99168,194,1415,304,80,19,76,7766,1785,7583,5732,278,4.5,8,8,777.7,2991,9,999999999,16,0.085,0,88,0.12,0.1,0.0
1991,1,1,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.2,2.8,79,99168,13,1415,300,44,16,41,3373,806,3281,2609,279,5.3,7,7,777.7,3758,9,999999999,13,0.085,0,88,0.12,0.1,0.0
1991,1,1,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.8,2.1,77,99167,0,89,295,11,0,11,567,0,567,200,270,6.2,7,7,777.7,3503,9,999999999,12,0.085,0,88,0.12,0.0,0.0
1991,1,1,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.2,3.4,77,99163,0,0,290,0,0,0,0,0,0,0,294,6.0,7,7,777.7,3210,9,999999999,14,0.085,0,88,0.12,0.0,0.0
1991,1,1,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.0,1.2,76,99159,0,0,289,0,0,0,0,0,0,0,307,5.9,7,7,777.7,901,9,999999999,11,0.085,0,88,0.12,0.0,0.0
1991,1,1,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.4,0.5,76,99155,0,0,286,0,0,0,0,0,0,0,310,5.7,7,7,777.7,765,9,999999999,10,0.085,0,88,0.12,0.0,0.0
1991,1,1,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.2,1.2,72,99152,0,0,291,0,0,0,0,0,0,0,309,4.8,6,6,777.7,533,9,999999999,11,0.085,0,88,0.12,0.0,0.0
1991,1,1,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.3,0.1,69,99150,0,0,269,0,0,0,0,0,0,0,306,4.0,6,6,777.7,530,9,999999999,10,0.085,0,88,0.12,0.0,0.0
1991,1,1,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.0,-0.9,65,99147,0,0,262,0,0,0,0,0,0,0,300,3.1,5,5,777.7,953,9,999999999,9,0.085,0,88,0.12,0.0,0.0
1991,1,1,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.0,-0.1,66,99153,0,0,257,0,0,0,0,0,0,0,297,2.6,5,5,777.7,857,9,999999999,10,0.085,0,88,0.12,0.0,0.0
1991,1,2,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.9,0.8,66,99158,0,0,243,0,0,0,0,0,0,0,295,2.0,5,5,777.7,879,9,999999999,11,0.084,0,88,0.12,0.0,0.0
1991,1,2,2,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.7,-1.4,66,99140,0,0,231,0,0,0,0,0,0,0,290,3.6,10,5,777.7,77777,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,3,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.9,-0.9,69,99139,0,0,230,0,0,0,0,0,0,0,290,3.6,7,6,777.7,77777,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,4,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.9,-0.5,73,99138,0,0,228,0,0,0,0,0,0,0,288,3.6,7,6,777.7,77777,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,5,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.6,0.0,76,99137,0,0,227,0,0,0,0,0,0,0,280,3.6,7,7,777.7,77777,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.8,-0.1,76,99137,0,0,227,0,0,0,0,0,0,0,283,2.9,7,7,777.7,77777,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,7,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.5,-0.1,75,99137,0,0,226,0,0,0,0,0,0,0,282,2.2,7,7,777.7,77777,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.0,-0.2,75,99137,27,184,224,0,0,0,0,0,0,0,260,1.5,7,7,777.7,77777,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.8,-0.1,76,99137,206,1415,227,0,0,0,0,0,0,0,253,1.7,7,7,777.7,2556,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.6,-0.1,76,99137,342,1415,234,85,171,58,13825,20652,12198,6321,229,1.9,7,7,777.7,2040,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.1,0.0,77,99136,427,1415,243,153,225,99,20708,23557,16455,8277,200,2.1,7,7,777.7,4658,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.2,-0.3,72,99140,455,1415,256,199,233,129,22770,18944,17655,8931,190,2.1,6,6,777.7,4504,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.7,-0.7,68,99144,424,1415,270,181,135,138,18150,9634,15197,8126,187,2.1,5,5,777.7,3317,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.2,-1.0,64,99148,336,1415,290,121,49,106,11834,4909,10648,6536,220,2.1,5,5,777.7,2134,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.5,-0.6,64,99150,197,1415,305,71,45,60,6434,3098,5938,4489,169,2.0,5,5,777.7,1826,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.9,-0.2,65,99153,16,1415,304,28,15,25,2106,761,2079,1739,171,1.9,5,5,777.7,1680,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.9,0.2,66,99156,0,110,317,4,0,4,216,0,216,76,175,1.8,5,5,777.7,1392,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.7,0.7,66,99158,0,0,314,0,0,0,0,0,0,0,189,1.7,5,5,777.7,1281,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,2,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.6,1.1,67,99161,0,0,317,0,0,0,0,0,0,0,206,1.6,5,5,777.7,1225,9,999999999,11,0.084,0,88,0.12,0.0,0.0
1991,1,2,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.2,1.5,67,99163,0,0,304,0,0,0,0,0,0,0,140,1.5,5,5,777.7,1066,9,999999999,11,0.084,0,88,0.12,0.0,0.0
1991,1,2,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.3,1.7,68,99163,0,0,313,0,0,0,0,0,0,0,211,1.5,5,5,777.7,1172,9,999999999,12,0.084,0,88,0.12,0.0,0.0
1991,1,2,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.6,-1.3,70,99162,0,0,315,0,0,0,0,0,0,0,210,1.5,6,6,777.7,1088,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.6,-1.1,71,99162,0,0,317,0,0,0,0,0,0,0,160,1.5,6,6,777.7,978,9,999999999,9,0.084,0,88,0.12,0.0,0.0
1991,1,2,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.2,0.9,74,99168,0,0,315,0,0,0,0,0,0,0,217,2.5,6,6,777.7,920,9,999999999,11,0.084,0,88,0.12,0.0,0.0
1991,1,3,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.6,1.7,76,99174,0,0,325,0,0,0,0,0,0,0,222,3.6,7,7,777.7,1042,9,999999999,12,0.084,0,88,0.12,0.1,0.0
1991,1,3,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.2,4.7,90,99170,0,0,325,0,0,0,0,0,0,0,230,4.1,9,9,777.7,1374,9,999999999,16,0.084,0,88,0.12,0.4,0.0
1991,1,3,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.0,4.2,88,99177,0,0,321,0,0,0,0,0,0,0,226,4.4,9,9,777.7,1059,9,999999999,15,0.084,0,88,0.12,0.9,0.0
1991,1,3,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.1,3.8,85,99185,0,0,314,0,0,0,0,0,0,0,221,4.8,8,8,777.7,949,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,3,5,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.8,3.2,83,99192,0,0,294,0,0,0,0,0,0,0,230,5.1,8,8,777.7,848,9,999999999,13,0.084,0,88,0.12,0.0,0.0
1991,1,3,6,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.3,3.6,83,99194,0,0,308,0,0,0,0,0,0,0,229,4.4,8,8,777.7,863,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,3,7,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.5,3.8,83,99196,0,0,298,0,0,0,0,0,0,0,235,3.8,8,8,777.7,867,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,3,8,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.6,4.9,83,99198,27,186,304,0,0,0,0,0,0,0,240,3.1,8,8,777.7,1364,9,999999999,16,0.084,0,88,0.12,0.0,0.0
1991,1,3,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.7,4.8,82,99200,206,1415,308,0,0,0,0,0,0,0,241,3.8,8,8,777.7,330,9,999999999,16,0.084,0,88,0.12,0.1,0.0
1991,1,3,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,9.0,5.9,81,99202,343,1415,313,37,66,28,6524,6501,6398,3016,247,4.4,8,8,777.7,1243,9,999999999,18,0.084,0,88,0.12,0.1,0.0
1991,1,3,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,12.7,9.3,80,99204,429,1415,324,64,63,49,10912,8869,9613,4168,250,5.1,7,7,777.7,1140,9,999999999,24,0.084,0,88,0.12,0.1,0.0
1991,1,3,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,13.2,8.9,75,99208,457,1415,327,105,119,69,14506,14150,11994,5476,248,4.9,7,7,777.7,1085,9,999999999,23,0.084,0,88,0.12,0.0,0.0
1991,1,3,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,13.7,8.4,70,99212,426,1415,326,133,162,81,15630,14877,12990,6774,248,4.8,6,6,777.7,1586,9,999999999,22,0.084,0,88,0.12,0.0,0.0
1991,1,3,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,14.2,8.0,66,99215,339,1415,318,124,132,84,12915,10123,11411,7145,250,4.6,5,5,777.7,1536,9,999999999,21,0.084,0,88,0.12,0.0,0.0
1991,1,3,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,14.1,7.5,64,99215,200,1415,328,79,73,61,7203,5189,7001,5445,253,5.0,5,5,777.7,1810,9,999999999,20,0.084,0,88,0.12,0.0,0.0
1991,1,3,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,14.0,7.0,63,99214,20,1415,331,30,32,25,2607,2025,2607,2464,257,5.3,5,5,777.7,2099,9,999999999,19,0.084,0,88,0.12,0.0,0.0
1991,1,3,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,13.9,6.5,61,99213,0,132,344,7,0,6,507,425,507,468,240,5.7,4,4,777.7,2403,9,999999999,18,0.084,0,88,0.12,0.0,0.0
1991,1,3,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,13.8,6.5,62,99212,0,0,337,0,0,0,0,0,0,0,249,4.1,4,4,777.7,2598,9,999999999,18,0.084,0,88,0.12,0.0,0.0
1991,1,3,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,10.5,6.6,62,99211,0,0,323,0,0,0,0,0,0,0,243,2.6,4,4,777.7,2804,9,999999999,19,0.084,0,88,0.12,0.1,0.0
1991,1,3,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.7,6.6,63,99210,0,0,305,0,0,0,0,0,0,0,30,1.0,5,5,777.7,2359,9,999999999,19,0.084,0,88,0.12,0.0,0.0
1991,1,3,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,8.1,5.9,66,99199,0,0,311,0,0,0,0,0,0,0,234,1.2,5,5,777.7,77777,9,999999999,18,0.084,0,88,0.12,0.0,0.0
1991,1,3,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.2,5.2,70,99187,0,0,287,0,0,0,0,0,0,0,223,1.4,6,6,777.7,77777,9,999999999,16,0.084,0,88,0.12,0.0,0.0
1991,1,3,23,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.9,4.6,74,99176,0,0,286,0,0,0,0,0,0,0,207,1.5,5,6,777.7,77777,9,999999999,15,0.084,0,88,0.12,0.0,0.0
1991,1,3,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.5,0.0,78,99164,0,0,275,0,0,0,0,0,0,0,189,1.7,7,7,777.7,2939,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,4,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.1,0.5,83,99152,0,0,274,0,0,0,0,0,0,0,181,1.9,8,8,777.7,3234,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,4,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.6,0.7,87,99160,0,0,272,0,0,0,0,0,0,0,180,1.5,9,9,777.7,3275,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,4,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.7,1.0,89,99155,0,0,275,0,0,0,0,0,0,0,166,1.3,9,9,777.7,2943,9,999999999,11,0.084,0,88,0.12,0.0,0.0
1991,1,4,4,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.1,0.8,91,99149,0,0,265,0,0,0,0,0,0,0,166,1.2,3,9,777.7,77777,9,999999999,11,0.084,0,88,0.12,0.0,0.0
1991,1,4,5,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.4,0.4,93,99143,0,0,261,0,0,0,0,0,0,0,170,1.0,0,10,777.7,77777,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,4,6,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.4,0.4,93,99142,0,0,259,0,0,0,0,0,0,0,160,0.8,0,10,777.7,77777,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,4,7,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.7,0.7,93,99141,0,0,256,0,0,0,0,0,0,0,168,0.7,0,10,777.7,77777,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,4,8,0,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9*9?9*9*9?9*9,2.0,1.1,94,99139,28,189,254,0,0,0,0,0,0,0,240,0.5,9,10,777.7,77777,9,999999999,11,0.084,0,88,0.12,0.0,0.0
1991,1,4,9,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.3,0.6,95,99137,207,1415,256,0,0,0,0,0,0,0,169,0.7,10,10,777.7,77777,9,999999999,10,0.084,0,88,0.12,0.0,0.0
1991,1,4,10,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,1.6,1.0,96,99135,345,1415,260,94,329,43,14251,38641,7445,4016,163,0.8,10,10,777.7,77777,9,999999999,11,0.084,0,88,0.12,0.0,0.0
1991,1,4,11,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,3.3,2.9,97,99133,431,1415,266,172,425,69,21471,47591,9769,4783,200,1.0,10,10,777.7,77777,9,999999999,13,0.084,0,88,0.12,0.0,0.0
1991,1,4,12,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.7,3.0,92,99139,459,1415,269,232,505,79,26182,54724,10593,5178,157,1.4,9,9,777.7,77777,9,999999999,13,0.084,0,88,0.12,0.0,0.0
1991,1,4,13,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.9,3.1,88,99146,429,1415,276,262,563,82,26288,54642,10816,5885,161,1.7,9,9,777.7,407,9,999999999,13,0.084,0,88,0.12,0.0,0.0
1991,1,4,14,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.7,3.3,85,99152,342,1415,281,234,498,83,22071,45020,10191,7271,170,2.1,8,8,777.7,418,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,4,15,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.9,3.7,86,99154,203,1415,275,163,369,72,14029,33097,7509,6971,146,1.9,8,8,777.7,453,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,4,16,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.2,4.1,87,99155,23,1415,275,80,267,41,5490,19622,3521,3699,144,1.7,9,9,777.7,460,9,999999999,15,0.084,0,88,0.12,0.0,0.0
1991,1,4,17,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,4.8,3.0,88,99157,0,156,275,20,0,11,1130,5897,767,803,190,1.5,9,9,777.7,499,9,999999999,13,0.084,0,88,0.12,0.0,0.0
1991,1,4,18,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.1,4.3,88,99155,0,0,299,0,0,0,0,0,0,0,161,1.7,9,9,777.7,496,9,999999999,15,0.084,0,88,0.12,0.0,0.0
1991,1,4,19,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.9,4.2,89,99153,0,0,301,0,0,0,0,0,0,0,179,1.9,9,9,777.7,545,9,999999999,15,0.084,0,88,0.12,0.0,0.0
1991,1,4,20,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.6,3.9,89,99151,0,0,323,0,0,0,0,0,0,0,220,2.1,9,9,777.7,483,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,4,21,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.5,4.0,90,99150,0,0,326,0,0,0,0,0,0,0,218,1.7,9,9,777.7,1643,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,4,22,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.3,3.8,90,99149,0,0,325,0,0,0,0,0,0,0,251,1.4,9,9,777.7,1661,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,4,23,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,7.4,3.7,90,99148,0,0,326,0,0,0,0,0,0,0,80,1.0,9,9,777.7,1611,9,999999999,14,0.084,0,88,0.12,0.0,0.0
1991,1,4,24,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.6,3.3,90,99145,0,0,323,0,0,0,0,0,0,0,286,1.2,9,9,777.7,1699,9,999999999,14,0.084,0,88,0.12,0.1,0.0
1991,1,5,1,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.6,2.9,90,99142,0,0,327,0,0,0,0,0,0,0,292,1.3,9,9,777.7,1521,9,999999999,13,0.084,0,88,0.12,0.2,0.0
1991,1,5,2,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.5,4.6,88,99173,0,0,325,0,0,0,0,0,0,0,290,3.6,9,9,777.7,1407,9,999999999,15,0.084,0,88,0.12,0.3,0.0
1991,1,5,3,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,6.2,4.4,88,99169,0,0,324,0,0,0,0,0,0,0,296,3.9,9,9,777.7,1564,9,999999999,15,0.084,0,88,0.12,0.3,0.0
1991,1,5,4,0,?9?9?9?9E0?9?9?9*9*9?9?9?9?9?9?9*9?9*9*9?9*9,5.7,3.9,88,99164,0,0,320,0,0,0,0,0,0,0,295,4.3,9,9,777.7,2261,9,999999999,14,0.084,0,88,0.12,0.2,0.0
